Years,Email,Gender,Age,Spend,CustID,Scores,Amount,Purchases,Income,Churn
8,0,1,24,9.1087,2502,3,499.8857087597555,10,23.662,0
10,0,0,27,9.8015,8380,3,499.4901621462676,12,24.571,0
7,0,1,24,8.49939,19220,3,500.99535026637807,9,20.546,0
10,0,1,23,9.36091,19464,2,501.2848419044407,10,24.359,0
10,1,0,31,8.52051,10045,3,496.24047478718364,13,23.241,0
9,0,1,26,9.1234,17704,3,499.3744515312526,12,25.063,0
9,1,1,24,7.18823,11820,3,498.4550780323385,9,22.532,1
8,1,1,23,9.5846,7190,3,501.7043816476558,8,22.113,1
8,0,1,28,8.9961,3701,4,498.3238175382374,13,23.925,0
8,0,1,24,9.33271,18459,3,501.2023759802256,9,21.554,0
10,1,0,23,10.68532,3967,2,501.1737638784854,7,23.082,1
8,0,1,24,10.18958,10659,3,503.3149739345035,10,22.359,0
6,1,1,23,10.67542,1985,3,502.706442235927,8,21.251,0
9,1,1,28,10.20038,19370,4,499.08960193973104,13,24.917,0
7,0,1,21,10.12999,20763,2,504.4285151277683,7,20.545,0
9,1,0,24,7.11477,22139,2,497.56965310143744,8,22.878,1
10,0,1,27,8.42954,12940,3,498.5685164807413,13,24.877,0
10,0,1,26,8.08175,17013,3,498.8183028956212,11,23.025,0
7,1,0,26,8.64639,19374,3,498.7405041710165,10,22.05,0
8,1,1,26,8.97813,10662,2,501.15526217374367,12,21.978,0
7,1,0,27,10.00876,20419,3,499.1043625374483,12,23.834,0
8,0,0,25,8.06497,21566,3,498.957542857792,10,22.259,0
7,1,1,27,9.67038,11178,3,501.0318460115758,10,20.437,0
11,1,1,23,11.87491,4695,2,502.54150068693514,6,23.969,1
8,1,1,24,10.75659,6058,3,503.3917827312781,9,21.811,0
7,1,0,26,9.76508,4062,3,499.64832003711587,10,21.872,0
10,1,1,27,10.14927,17053,3,499.2705802866048,12,24.775,0
10,0,1,26,9.03148,11158,3,499.58582780553314,13,25.721,0
10,1,1,24,9.12915,11992,2,500.6268243981112,9,23.763,1
8,0,1,26,8.6816,2661,3,499.00001126437706,11,23.113,0
8,0,1,24,9.95057,11352,3,501.36629299314046,10,24.204,0
7,0,1,24,6.55347,7085,3,498.0800286350136,10,21.948,0
9,0,1,26,7.64653,17686,4,497.98121400102406,11,23.398,0
7,1,0,25,8.96893,7778,3,499.21238828069,10,23.281,0
10,0,1,25,9.04865,1837,3,499.64282654021537,12,24.827,0
9,0,1,25,8.94914,4804,3,499.98032733517584,11,23.475,0
10,0,0,27,8.16062,11349,3,497.81541434132475,11,23.792,0
7,1,1,24,8.75575,10807,2,501.4916145937469,9,20.507,0
6,0,1,23,7.22083,2802,4,497.89562969391017,9,22.245,0
8,1,1,24,9.98205,15945,2,502.80989324945836,10,22.154,0
9,1,1,23,10.23566,18976,2,501.99532136927735,8,22.881,1
8,1,0,23,7.35883,7384,2,499.0226118121543,8,22.914,1
9,1,1,24,8.83519,6456,2,500.17133516348713,9,22.43,1
9,0,1,24,9.13913,19846,3,502.0187912169361,11,22.969,0
9,0,1,23,8.99096,5315,3,502.50452246060723,9,21.5,0
8,0,1,25,7.67372,20142,3,499.27433766838993,11,22.205,0
8,0,1,20,9.61499,16566,2,503.19215711125327,7,22.648,0
9,0,1,23,10.23914,14870,2,503.2447409920429,9,22.79,1
11,0,0,28,8.09909,14625,3,496.733717656488,13,25.131,0
12,0,0,33,7.91423,3782,3,493.01382457699424,16,26.816,0
8,1,1,25,9.37061,5054,3,500.7517858627657,11,22.308,0
11,0,0,28,8.68745,7233,3,497.19094529571566,13,25.547,0
10,0,1,23,7.50541,4122,2,499.6057277443452,9,22.206,0
8,0,1,24,8.41502,22493,3,499.4528374697743,9,22.293,0
10,1,1,24,8.95577,7595,2,499.91979199571216,8,22.189,1
10,0,1,27,7.9902,20481,3,498.94621450876826,12,23.008,0
8,0,1,23,8.88282,1000,3,502.3062614331058,10,22.496,0
9,1,0,28,8.87714,14844,3,498.1647962000486,13,24.893,0
7,1,1,27,7.87097,10463,3,498.57912248564503,11,21.134,0
10,0,1,25,7.62232,18851,3,498.2470614772683,12,24.304,0
12,0,1,26,7.13879,1493,3,497.7832855780122,13,25.555,0
11,0,1,23,9.34362,16947,2,501.68968799959794,9,23.184,0
11,0,0,26,5.73393,11615,3,495.5838649230071,12,24.227,0
6,1,0,21,6.25982,15284,1,500.37747148820335,9,24.138,1
9,1,0,22,5.68659,18075,1,497.88955725740755,9,24.901,1
10,0,1,26,9.69724,22306,3,499.17835871534083,12,25.85,0
7,1,1,23,9.54888,22721,2,501.3825084215461,7,20.969,0
6,1,1,24,9.06225,12666,3,501.3768001583393,9,20.552,0
10,0,1,20,9.82638,5008,3,501.3780907360752,8,26.099,0
9,1,0,28,10.21852,5449,2,501.0934322655689,12,22.701,0
9,0,0,25,8.81991,16753,3,499.7565929615975,11,23.896,0
9,0,1,25,8.42113,7358,3,500.32436466142985,10,22.353,0
10,1,0,22,9.30984,20531,2,500.9444682197911,8,24.75,1
5,1,0,29,11.38474,22857,3,500.8890839419651,11,20.89,0
5,1,1,27,11.23897,20844,3,502.7440977675385,10,19.53,0
8,1,1,23,5.24435,8803,3,499.1030125609368,12,23.446,1
8,0,1,24,11.17077,5728,3,503.9868399660618,9,21.15,1
9,0,1,27,9.22623,9860,3,500.31317717341494,12,22.226,0
12,0,0,28,9.08065,6359,4,496.6698998370024,14,27.483,0
7,1,1,27,10.96958,22110,2,503.0897854844195,11,21.387,0
8,0,0,26,7.57638,3119,2,498.68245275216793,11,22.204,0
8,1,1,26,10.21665,5554,3,501.683361273554,11,22.14,0
10,0,1,25,8.45322,6722,3,498.9569904275762,12,25.298,0
8,0,0,26,7.74793,15475,3,496.73364125056946,11,23.524,0
10,0,1,26,10.20523,19363,3,500.9920026047104,11,24.825,0
6,1,1,23,9.41454,4860,3,501.4991399300184,8,21.196,0
12,0,1,27,9.67373,20652,3,499.91243313343125,12,24.535,0
9,0,1,23,7.95604,17620,4,498.8612754057904,11,24.981,0
11,0,1,26,9.74689,12787,3,500.1546171837285,12,25.4,0
10,0,0,30,8.14308,6819,3,496.8589202994654,14,24.493,0
7,1,1,21,8.24215,20595,2,503.16481575945085,10,23.727,1
7,1,0,25,8.2665,21696,3,498.290310502825,8,21.47,0
10,0,1,22,9.14575,20353,3,501.5542030948223,9,24.898,0
8,1,0,23,6.08813,15445,3,497.7659938102141,9,23.29,1
10,0,0,27,8.54903,2865,3,498.70046986404697,11,23.264,0
8,1,1,24,10.53449,6893,3,501.9717888760764,10,23.143,0
8,0,0,26,7.41681,19081,4,495.42769305559113,11,24.637,0
10,1,1,22,10.90662,9704,2,502.06464861642763,7,23.974,1
8,1,0,23,6.51585,5969,2,497.23434510458196,8,23.614,1
8,1,1,23,8.38281,15754,2,499.66248928016813,7,21.731,1
8,1,0,22,6.74725,19740,2,498.93579441522314,9,24.199,1
11,0,1,25,7.74513,444,3,497.80265060855686,13,26.719,0
7,1,1,29,9.76317,6547,3,500.3862069544592,12,21.076,0
8,0,1,26,8.62962,1486,3,499.367763088099,10,22.479,0
12,0,1,28,9.37159,3019,3,499.72451648313944,14,25.303,0
9,0,1,20,7.82108,17365,2,501.9845868795375,7,22.222,0
9,0,1,20,8.73951,2423,2,504.6585190996948,8,21.506,0
9,1,1,22,10.31253,7271,2,503.7466701887146,8,23.247,1
8,0,1,24,9.45185,7587,3,500.9703248842993,10,23.038,0
9,0,1,25,8.10497,7259,4,498.87353733576464,12,24.505,0
7,0,1,24,9.32772,11619,3,500.3269885195564,10,23.294,0
10,1,0,27,10.34154,4713,3,499.27131828188743,13,25.543,0
6,1,1,25,10.89386,20526,2,503.44746806734173,9,19.225,0
7,0,1,24,7.43326,14707,4,497.09793330043595,9,22.86,0
11,0,0,28,7.26711,4483,3,496.59876998127584,12,23.633,0
7,0,1,24,9.34254,1874,3,501.6392889361018,10,22.208,0
10,0,1,27,8.84716,19134,3,498.6880627208389,12,24.193,0
11,0,0,26,7.19817,15915,3,497.29157504924774,11,24.632,0
6,0,1,22,8.8028,12556,3,501.57849355457216,8,20.915,0
9,0,1,25,8.82354,12065,3,499.68553690689816,10,23.051,0
9,0,0,28,8.3446,5154,3,497.5766247299371,12,22.801,0
10,0,0,27,8.37584,18416,4,497.73016083029523,12,24.652,0
11,0,1,28,9.09225,21649,3,498.8693991633956,14,25.624,0
10,0,1,24,8.0038,20954,3,499.19195846856866,9,22.841,0
11,0,1,25,8.68952,6545,3,498.73052956040334,11,24.95,0
8,0,1,23,8.4793,8916,2,501.6439692400299,9,21.03,0
9,1,1,26,7.59644,8850,3,497.94327538667767,9,20.871,1
8,1,1,25,9.13052,1876,3,500.79302092237265,10,22.459,0
9,1,1,26,9.03604,20359,3,498.4046216175325,7,20.241,1
10,0,1,24,9.08286,1403,3,500.88654942613533,11,24.04,0
9,1,1,26,10.09441,5470,3,500.64909689114967,11,23.321,0
8,1,1,22,7.9163,18028,3,499.25912123150164,8,23.153,1
10,0,1,26,7.08285,4089,3,497.5590618321183,11,22.735,0
9,0,0,28,9.00486,3270,3,499.0502771437714,12,23.602,0
9,0,1,23,8.32334,9108,3,499.92507356304804,10,23.859,0
7,1,0,28,8.88972,22845,3,499.4339663241962,12,22.013,0
9,0,1,21,9.99118,21407,3,502.07734771812045,8,24.77,0
8,0,1,26,8.03793,22170,3,499.1562422986216,12,22.277,0
9,0,1,23,8.40617,18749,3,499.99105097303783,10,24.196,0
9,0,1,24,9.71157,18640,3,501.2699812984867,10,23.286,0
8,1,1,26,9.42044,15456,3,499.86381409709196,11,22.809,0
8,0,1,24,7.81935,1210,4,497.25049136652757,10,23.972,0
10,0,1,23,7.12776,17387,3,498.43937313214997,10,23.964,0
7,1,1,24,9.06129,3220,2,500.341002840186,7,20.284,1
7,1,1,25,10.68545,12253,3,501.377704892799,10,22.469,0
8,1,1,26,10.09903,19705,3,501.70733682084807,11,22.585,0
6,1,1,24,9.38874,12852,3,501.02281289152785,9,20.512,0
11,0,1,22,8.13506,16107,2,501.7467750154371,9,24.129,0
10,1,0,29,10.56065,21766,3,500.1688200506409,13,24.15,0
8,0,1,25,10.47429,17149,2,505.1158540460901,11,20.409,0
6,1,1,23,10.49813,12662,3,502.8804692283116,8,20.774,0
7,1,0,26,8.40349,4566,3,498.2842560806391,11,23.094,0
7,1,1,25,9.83876,16097,3,502.9542757672031,11,21.371,0
7,1,1,25,9.52039,19727,3,500.0918633155496,10,22.495,0
8,0,1,22,8.36806,20834,3,499.7955849268094,9,23.628,0
9,0,1,22,8.62278,10935,2,503.2817680305659,9,21.692,0
9,0,1,22,8.27588,4789,3,500.5832616580598,7,21.531,0
6,1,1,23,9.13358,4680,3,499.8802171778651,9,22.533,0
8,0,1,25,7.39661,6168,2,499.31081628714475,9,20.779,0
9,1,1,25,10.837,11328,3,500.7510271137246,11,24.827,0
8,0,1,23,9.10903,3141,2,501.70344976933495,9,22.202,0
11,0,1,25,8.39689,5431,3,500.68844992399676,11,23.564,0
7,1,0,25,8.19905,16718,3,499.35112734281256,10,21.427,0
7,1,0,27,8.79161,3116,3,498.7651824231395,11,22.395,0
8,0,1,25,8.35516,3721,3,499.4863572174169,10,22.514,0
6,1,0,24,6.95353,8504,3,497.8683709259795,8,20.376,0
8,1,1,27,8.70781,12554,3,499.3264854433362,12,22.474,0
8,1,1,29,10.22817,18616,3,501.0086370004246,13,22.433,0
9,1,1,24,10.43471,8415,3,501.62103043596204,7,21.14,1
11,0,1,26,8.66473,2972,3,498.6275922294081,12,24.94,0
5,1,1,25,10.12314,12013,2,502.03314828688195,9,20.282,0
8,0,1,23,9.7046,4729,3,503.3627633376927,11,22.946,0
11,0,1,28,10.39078,10666,3,500.0780938928159,13,25.377,0
7,1,1,28,10.24903,16548,3,500.8694662689119,11,21.036,0
9,0,1,26,8.11926,11250,3,499.95998566926255,11,21.624,0
9,0,1,26,10.00572,18006,3,502.78278550766333,13,23.406,0
8,1,1,21,8.6411,783,2,502.74451271781766,10,24.163,1
11,1,1,23,10.74758,20280,2,500.1364981494878,5,23.644,1
8,0,1,25,9.08836,12862,3,501.2615507818759,11,23.281,0
10,0,1,29,10.16644,12627,3,500.9730400716603,14,23.761,0
8,1,0,26,9.35377,3037,3,498.7160157357511,11,23.583,0
8,1,0,29,10.39187,10270,3,499.38744697257994,12,22.911,0
8,1,1,21,8.01161,666,2,501.3672969032137,9,23.828,1
9,0,1,26,9.69253,14747,3,499.94354826113374,12,24.911,0
9,1,1,21,9.31819,13072,2,501.6750583562022,8,23.706,1
8,1,1,28,10.4452,21718,3,500.9546999367882,12,22.592,0
8,0,1,25,8.66679,3947,3,499.24890417675886,11,24.069,0
8,1,1,25,9.89721,8070,3,500.81252101498745,9,22.044,0
7,1,1,23,10.79056,15063,2,503.2993993916767,9,22.054,0
9,0,1,24,11.3432,22522,2,505.7464672424331,11,22.001,0
9,0,0,25,8.56398,6146,2,499.50020673603547,10,23.483,0
9,0,1,22,7.19963,18817,2,500.6744585636038,8,21.515,0
10,1,1,25,10.62041,9730,2,502.0246354420145,9,22.671,0
7,1,1,27,10.0018,21072,3,501.5741513416667,11,20.468,0
8,0,1,24,8.0701,488,3,499.66177908072007,9,22.15,0
9,1,1,26,10.34166,14485,3,501.5880154008724,12,23.989,0
8,0,1,25,8.36261,15972,3,499.31412782511666,10,22.6,0
9,0,1,22,8.45899,15439,2,502.27646300093545,11,24.81,1
8,0,1,20,10.17292,1248,2,503.74551344152934,8,24.282,1
9,0,0,24,8.13798,7814,3,498.71145671568263,10,24.441,0
10,0,1,26,8.48691,5807,2,499.5648499658468,11,22.969,0
8,1,1,23,5.2631,12273,2,498.3955389096591,11,24.523,1
11,0,1,21,7.65817,5348,3,500.39720515521066,10,25.375,0
10,1,1,20,10.10009,18421,2,502.94098187321606,8,25.499,1
5,0,1,19,9.01263,20932,2,504.61539890115955,5,18.013,0
7,0,0,25,8.14377,15600,3,498.29615105698525,10,23.555,0
6,1,1,26,10.57722,3385,3,502.45214038949297,11,21.864,0
7,0,1,24,7.71091,19419,2,501.6664924561502,9,19.216,0
7,1,1,30,10.25595,20759,3,500.74082088020594,13,21.481,0
8,0,1,25,9.61703,13992,3,500.94335518049394,11,23.566,0
11,0,0,28,8.04393,2053,3,496.9933599636909,12,25.082,0
9,1,1,24,12.7344,2437,3,502.8270231827177,5,20.867,1
9,1,0,24,9.12529,11793,2,498.44653592440613,6,21.695,1
7,0,1,23,9.50529,14703,3,503.00319600868295,9,21.893,0
10,0,1,25,8.6012,2902,3,499.10797849282216,11,24.764,0
10,1,1,21,11.79621,17335,2,503.33308320419513,7,24.455,1
8,1,1,24,9.56099,17776,2,501.5599817452165,9,21.839,0
11,0,0,26,8.12348,5589,3,497.28653307023166,12,26.222,0
8,1,1,24,9.99946,20879,2,501.56767878360466,9,22.645,0
6,1,1,28,10.60212,20325,3,501.999929543721,11,20.75,0
7,1,1,27,11.04278,1911,3,502.85440809571327,11,21.001,0
8,0,0,25,8.01521,8951,3,498.53209691689057,9,22.093,0
7,1,1,25,9.03513,7215,2,501.1652021312994,8,20.445,0
9,1,1,24,11.63182,21236,2,503.09725012954965,8,21.84,1
10,0,1,25,10.23127,21699,3,501.5625079707048,12,25.736,0
10,0,0,26,7.88051,4035,3,498.4387135764524,11,23.633,0
6,1,1,28,10.20464,1580,3,500.43284795537113,11,21.402,0
9,0,0,23,8.7229,7936,2,500.8663564011932,9,23.107,1
6,1,0,28,8.20831,1457,4,496.9405994012347,10,21.295,0
7,1,1,24,11.2569,19186,2,504.20418129457136,9,20.848,0
8,1,0,23,6.83569,5273,2,499.62160851343316,10,24.234,1
10,1,1,26,11.16289,18470,3,502.47275209715815,12,24.422,0
13,0,1,24,7.83219,20990,4,497.36258789522685,11,27.085,0
8,0,1,23,9.29066,18401,3,502.9885848290084,9,21.726,0
8,0,1,21,8.25401,21186,3,501.5783656672504,8,22.249,0
8,0,0,27,7.15228,15311,3,497.2342706965164,11,21.441,0
8,0,1,18,7.95385,16323,2,502.37508924924185,6,21.916,0
9,0,1,29,9.05619,7605,3,499.3518478817365,14,23.641,0
8,1,1,25,11.09336,19210,2,502.4030543669979,10,23.298,0
8,0,1,23,6.02738,3849,3,497.7842785891782,9,21.901,0
10,0,1,23,6.70191,8374,3,498.8678107979227,10,23.189,0
8,1,1,27,10.11204,13364,3,500.37553840013,11,22.623,0
8,1,1,27,9.24839,12299,3,499.3911630753662,11,22.312,0
11,0,1,26,8.79274,8799,3,499.169159422602,12,24.783,0
9,0,1,25,8.0141,3212,3,498.57094447666714,10,23.46,0
7,1,1,26,10.31981,1557,3,500.6390023148548,11,23.732,0
8,0,1,23,9.09741,8491,3,501.82277342401267,9,21.902,1
9,0,1,23,7.12835,14352,3,498.5969215860155,8,21.727,0
10,0,1,24,7.55183,13390,3,497.8443490691646,10,23.902,0
9,1,1,21,9.51991,13554,2,502.14942484666176,8,24.385,1
8,1,1,25,10.15192,442,3,501.57007838797006,9,22.198,0
11,0,1,24,7.30417,10140,2,499.88563274976326,10,23.806,0
9,0,1,23,9.30842,14732,2,501.81923926526235,8,21.664,0
10,0,1,26,8.59993,20387,4,498.332148394489,12,25.0,0
9,0,1,24,8.35693,5057,3,499.92658687577614,10,23.44,0
8,1,1,23,11.5628,3091,2,505.0236176155546,9,22.421,1
8,1,0,21,6.42606,12209,2,498.62248822335215,8,24.809,1
9,0,0,28,9.93834,13912,4,498.3851347169109,12,24.333,0
9,0,1,22,8.76728,21667,2,500.8304990079051,8,22.622,0
9,1,1,24,9.07701,4127,3,501.08061552474993,9,22.592,1
8,1,1,27,10.72041,19948,4,499.82156055256974,12,24.381,0
8,0,1,22,8.84007,18587,2,501.09143337891277,8,22.51,0
10,1,1,24,8.32508,13319,3,498.9039424996737,9,23.01,1
10,0,1,25,9.25266,18660,3,499.31180930668535,12,25.345,0
9,0,1,21,9.17801,438,3,502.37970135972415,8,22.991,0
8,1,1,30,10.56984,8025,3,500.69343489995435,14,22.394,0
10,0,1,23,8.46971,22875,3,501.29191425533105,10,23.704,0
8,0,1,25,8.53404,3005,3,500.1235422233674,10,21.479,0
11,0,1,23,11.31912,6866,2,502.55772699085213,8,24.218,1
9,1,1,24,8.28247,6036,2,500.1075914093122,9,22.8,1
10,0,0,28,6.95997,15926,3,497.09190634113105,12,22.85,0
9,0,1,19,9.52258,1765,2,503.65148715206624,9,25.762,1
6,1,1,23,9.805,9382,3,501.76533417767996,10,22.749,0
7,0,1,22,10.26365,15238,2,503.0463611556026,8,21.947,1
8,0,1,25,9.8396,7310,3,501.28413349184103,11,22.721,0
11,0,0,28,8.89018,1650,3,498.78963622317013,13,24.478,0
10,0,1,28,10.43706,9232,3,500.48763736343403,14,24.748,0
8,0,1,23,8.91847,430,3,500.80830253866435,9,22.781,0
5,0,1,24,7.78727,15691,3,500.9855509814682,10,19.727,1
9,1,1,23,11.17096,17731,3,501.93013132925455,6,21.501,1
7,1,1,26,9.71421,10314,3,501.64827104020037,12,22.474,0
6,0,1,21,2.36815,17300,2,497.8479407738375,13,24.924,1
7,0,1,23,9.14798,9153,3,501.6495085864462,9,22.284,0
9,1,1,23,10.51633,18267,3,502.09130693867047,8,22.174,1
6,0,1,21,8.79361,20859,3,501.1936604994286,7,21.974,0
10,0,1,26,7.79437,16982,3,498.9486085005807,11,22.632,0
10,0,0,24,7.69071,13065,3,497.2541244673107,10,25.44,0
10,0,0,25,9.65777,13588,2,500.36800158004394,9,23.603,0
6,1,1,25,10.66613,21908,3,501.0839573902362,9,21.784,0
9,0,1,21,7.70134,13396,2,502.2273744030635,8,21.321,0
10,1,0,29,9.34579,17798,3,498.73922734530424,12,22.857,0
9,0,1,29,8.58363,12443,3,498.82624204834195,14,22.678,0
6,1,0,30,10.22261,14566,3,499.9676963690502,12,20.539,0
9,0,0,29,8.19491,12574,3,497.7720066009372,13,23.727,0
7,0,1,24,7.80877,10798,3,499.2539266654325,8,20.473,0
8,0,1,23,9.32405,16921,3,500.9193423800144,9,22.939,0
8,0,1,22,8.36858,7368,3,501.572836225104,8,21.299,0
10,0,0,25,7.84374,5584,3,498.07743227585286,11,24.706,0
8,1,1,27,10.37374,20941,3,501.08363362431277,12,23.079,0
11,0,1,25,7.95788,16062,3,499.01973582581866,12,25.49,0
11,0,1,23,9.37182,8723,2,502.75923993839206,10,23.835,0
8,1,0,27,8.87711,654,3,498.1323405935651,11,23.702,0
12,0,1,24,7.20002,8175,3,497.7954641423395,11,25.63,0
9,1,1,28,10.378,9591,3,501.60087106178247,12,23.021,0
8,0,1,25,7.00301,18823,3,498.00837819141805,10,22.706,0
7,0,1,24,8.85434,2653,3,500.1301513128436,10,23.139,0
7,1,0,22,6.72668,20582,2,499.8947744212947,10,24.645,1
8,0,1,27,7.3329,14889,3,497.9687822062626,11,21.708,0
8,1,1,27,9.97268,9057,3,500.4785166682261,11,22.064,0
6,0,1,22,7.86074,6289,3,501.5740111649202,8,19.499,0
8,1,1,29,9.73822,10982,4,499.3499174595772,13,23.04,0
10,0,0,26,7.38002,4387,2,498.2650242414903,10,22.157,0
10,0,0,26,7.73654,17432,3,497.8870987571612,11,24.071,0
10,0,0,26,8.78926,14881,3,498.0972375155453,11,24.387,0
12,1,0,32,9.32311,22562,3,496.0603895368648,15,25.82,0
9,1,1,21,8.73075,7240,2,501.3354325550803,9,24.309,1
6,1,1,24,9.68773,5996,2,502.9374586682479,8,19.075,0
7,0,0,22,8.07414,1627,2,501.5974781644613,10,23.816,1
10,0,1,27,9.02708,16704,3,499.91365577684513,13,24.068,0
10,0,1,23,8.36814,4287,2,501.458941900826,10,23.74,0
8,0,0,27,8.45876,13539,3,498.64448031357773,11,22.496,0
8,0,1,22,8.14089,5966,2,502.92184257980875,9,21.137,0
10,1,1,29,10.16721,6852,3,499.6994760771875,13,23.694,0
13,0,0,27,5.90644,6734,3,495.77580377380684,13,25.046,0
7,1,1,25,9.00702,5182,3,500.67767354303913,10,20.788,0
9,0,1,21,10.01703,17502,2,504.104205334581,8,21.918,0
9,0,1,23,9.46265,14130,3,501.04010990918687,9,23.605,0
7,0,1,23,8.62139,10891,4,500.5185488657625,10,22.072,0
11,0,1,25,10.33527,7415,2,501.8565679953021,11,25.072,0
10,0,1,25,7.69339,6257,3,498.7721776012046,10,22.723,0
11,1,1,23,13.25059,8603,2,504.4880148635233,7,23.484,1
8,0,1,25,8.34947,5077,2,501.18882666381296,11,22.358,0
8,0,1,21,8.81336,12203,3,502.1629156506891,8,22.156,0
7,1,1,26,9.723,10086,3,500.1336095111519,11,23.063,0
11,0,0,26,10.24888,15567,2,500.3692408683855,11,24.985,0
10,0,1,29,9.12459,5456,3,499.0721476560499,14,24.313,0
7,1,0,30,10.49251,5486,4,498.31482308124157,14,23.914,0
7,1,1,23,9.35826,4160,3,501.14029338825867,10,22.901,0
10,0,1,22,8.24525,13984,2,502.06012021257396,9,22.583,0
8,0,1,26,8.99875,3483,3,499.6682051284097,12,23.864,0
10,0,1,25,9.72824,20360,3,500.80732657565414,12,24.667,0
3,1,0,25,10.44206,1645,3,501.04687450834786,7,19.01,0
11,0,1,25,7.78976,9558,3,498.14597570842915,11,24.7,0
7,1,1,26,7.88683,22211,4,498.0342527588806,10,21.487,0
9,0,1,25,8.34652,15761,3,499.9075475175849,10,22.622,0
7,1,1,28,10.65915,5195,3,500.8489398904534,10,21.006,0
8,0,1,27,8.36391,10327,4,498.73540527160833,12,22.78,0
11,1,0,30,9.47331,22519,3,497.9950631816056,14,25.104,0
9,0,1,28,9.54488,990,4,498.57028042260924,13,24.636,0
9,0,0,27,7.76373,12779,3,497.6741652997926,11,22.805,0
9,0,1,23,8.50692,12822,3,501.61280364534167,11,22.97,0
9,1,1,24,12.43019,17549,2,504.45836847484406,8,21.766,1
8,0,1,20,10.16606,20914,3,502.3703128384232,7,23.794,0
8,0,1,23,9.29589,9152,2,503.0428659470445,8,20.307,0
8,1,0,28,8.83044,6267,3,498.70898614747017,11,21.717,0
10,0,1,23,6.85271,16571,3,499.02959581150975,9,22.742,0
7,1,0,28,9.69219,20603,2,499.65703185963775,11,21.362,0
10,0,0,26,6.95394,19255,3,496.39656199992623,11,24.534,0
9,1,0,28,10.98961,13513,3,501.0320114338492,12,24.345,0
7,1,1,26,9.71134,7198,3,501.7548500367027,10,20.704,0
10,0,0,27,9.13288,22287,3,498.59976714281623,11,24.376,0
8,1,0,28,9.29855,11565,4,498.74324924965555,13,24.16,0
8,0,1,26,7.79497,2077,4,497.94345014880275,12,22.91,0
7,1,1,25,9.48439,9096,3,500.1865084700793,10,22.801,0
8,1,0,26,9.55338,10835,2,500.581607898244,11,22.707,0
9,0,1,24,11.22148,14727,3,502.1444067373464,10,23.997,0
6,0,1,22,8.76462,15366,3,501.27106479492835,7,20.615,0
9,0,0,26,7.08275,6328,3,497.4313930779972,11,22.735,0
9,1,1,24,9.95989,22337,2,500.7579454145773,7,21.652,1
10,0,0,26,7.38361,6452,3,497.0608285538689,12,25.599,0
6,1,1,26,9.47071,22246,3,500.3723236647144,10,21.54,0
10,1,0,24,11.42098,6951,2,501.25685268123897,6,22.562,1
7,1,1,25,7.12328,15709,3,499.1127984790723,9,20.32,1
4,1,0,28,8.91958,21888,3,499.23614962468207,11,19.638,0
7,0,1,24,7.92306,20794,3,499.8921979064349,10,21.681,0
10,0,1,21,7.79953,4766,3,502.68179425986074,11,23.397,0
7,1,1,22,6.77608,8570,2,499.92675752955216,10,23.536,1
7,1,1,28,10.54432,15377,3,501.053151489836,12,22.37,0
9,0,0,26,8.21061,3684,3,498.49592732731355,11,23.229,0
8,0,1,21,8.8884,18650,2,502.5235170946501,9,24.707,1
9,0,0,27,8.72591,9668,3,498.67076350850647,11,22.427,0
11,0,0,30,9.99221,8026,4,497.7632651546212,16,26.732,0
7,0,1,25,8.48752,16462,3,498.83005695721477,10,22.951,0
9,0,1,24,8.1513,7354,3,498.63640456538604,10,23.792,0
9,1,0,28,11.66905,12161,3,500.7743240205238,13,25.121,0
8,0,1,23,9.51061,2462,3,501.92084249309147,10,23.394,0
9,0,1,22,10.49294,5001,2,502.3102008498404,8,23.002,1
7,1,1,22,10.05757,9220,3,503.5269995443178,8,21.297,1
7,1,0,28,8.20726,2495,3,496.69836146896785,10,21.252,0
9,0,1,22,8.61122,22974,3,501.6950047483024,8,22.645,0
7,1,1,24,9.59575,12359,3,501.13464707923066,8,21.312,0
6,1,1,23,8.88126,6132,3,500.37479130820907,8,21.441,0
10,0,1,26,7.76033,12747,2,500.9921867198177,12,22.478,0
9,0,0,24,8.09915,21315,2,499.20013474969755,9,23.206,0
8,0,1,26,8.35303,9487,3,499.91393195014626,10,20.854,0
6,1,1,26,9.03033,2550,3,501.3252832383649,10,19.507,0
6,1,1,22,11.19408,10506,3,504.24921454376243,8,21.616,0
8,1,0,25,9.61558,577,3,499.004462424211,10,23.817,0
5,1,1,23,9.86392,8532,3,502.20889168953124,8,20.171,0
9,1,1,21,13.15701,10459,2,505.86283661105836,7,23.254,1
8,1,0,29,8.1076,18872,4,496.2907866892727,12,22.835,0
9,1,1,23,9.23647,7684,2,501.09871006919366,9,23.42,1
8,0,1,25,8.17495,14262,3,501.14149139946386,11,20.998,0
9,0,1,27,10.25916,2003,4,499.6807695954877,13,24.938,0
9,0,0,25,8.79468,8408,3,499.3351782818422,10,23.221,0
9,0,1,23,8.76014,17735,3,500.21768765283343,10,24.397,0
7,0,1,23,9.39215,11640,3,501.17969641645783,9,23.52,0
6,1,1,25,9.52975,19814,3,500.6112852540571,10,21.368,0
5,1,1,23,8.65083,19731,3,501.5376456081221,7,19.161,0
9,0,1,23,8.076,6374,2,499.8424496459912,7,22.075,0
